Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\scanpst.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\sdxhelper.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"msxml3.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wordpad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/msxml3.html"
"mtxclu.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdtc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/mtxclu.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ftp.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\hostname.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certreq.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certutil.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\clipup.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcertinst.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscmd.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsregcmd.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\filehistory.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sgrmbroker.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msra.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dpiscaling.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\slui.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\appvclient.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bootcfg.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certutil.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dcdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfscmd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsrdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsutil.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscmd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsadd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsget.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsquery.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ie4uinit.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mstsc.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\qappsrv.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\spaceagent.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wbengine.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netid.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systempropertiesadvanced.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netid.html"
"netiohlp.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netiohlp.html"
"netjoin.dll","Chris Spehn","2021-08-17","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netdom.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netjoin.html"
"netplwiz.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netplwiz.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netplwiz.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\fxscover.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rdpclip.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wordpad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Mozilla Firefox\firefox.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excel.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\outlook.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\winword.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\WindowsApps\MicrosoftTeams%VERSION%\msteams.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\clview.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\cnfnot32.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excelcnv.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\graph.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\msaccess.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\msoia.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\msosrec.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\mspub.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\msqry32.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\namecontrolserver.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\onenote.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\protocolhandler.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\scanpst.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\sdxhelper.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprofm.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\setlang.exe","Environment Variable","","","Tested against Microsoft Office 2021","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netprofm.html"
"netprovfw.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\djoin.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netprovfw.html"
"netsetupapi.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rasphone.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netsetupapi.html"
"netshell.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netshell.html"
"netshell.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rasphone.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netshell.html"
"nettrace.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/nettrace.html"
"netutils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\at.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netutils.html"
"netutils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certutil.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netutils.html"
"netutils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\change.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netutils.html"
"netutils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\chglogon.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netutils.html"
"netutils.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\chgport.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netutils.html"
